FinalComple Comple Symm FIFOSlowdown FIFOUnfairness FairSlowdown FairUnfairness DRFSlowdown DRFUnfairness PerfSlowdown PerfUnfairness 
0.010 0.088 0.333 0.088 0.168 0.000 0.102 0.032 0.000 0.032 0.183
0.006 0.152 0.200 0.076 1.504 0.136 0.017 0.136 0.000 0.000 1.361
0.018 0.160 0.333 0.081 0.651 0.048 0.037 0.016 0.000 0.000 0.501
0.003 0.148 0.143 0.029 0.389 0.067 0.086 0.106 0.000 0.000 0.378
0.001 0.141 0.091 0.055 0.180 0.000 0.062 0.027 0.000 0.027 0.162
0.005 0.132 0.200 0.020 0.096 0.026 0.039 0.000 0.000 0.007 0.203
0.045 0.267 0.412 0.125 1.599 0.142 0.110 0.117 0.000 0.000 0.196
0.081 0.224 0.600 0.095 0.312 0.034 0.087 0.000 0.000 0.007 0.936
0.008 0.073 0.333 0.000 0.076 0.039 0.043 0.011 0.000 0.000 0.183
0.072 0.101 0.846 0.000 0.454 0.098 0.041 0.053 0.000 0.030 0.354
0.006 0.089 0.263 0.051 0.882 0.145 0.031 0.162 0.000 0.000 0.503
0.002 0.075 0.143 0.014 0.196 0.104 0.018 0.111 0.000 0.000 0.184
0.024 0.142 0.412 0.039 0.603 0.124 0.053 0.101 0.000 0.000 0.443
0.054 0.316 0.412 0.069 0.066 0.012 0.162 0.029 0.000 0.000 0.027
0.015 0.135 0.333 0.129 0.614 0.000 0.104 0.024 0.000 0.048 0.323
0.031 0.283 0.333 0.017 0.434 0.042 0.074 0.000 0.000 0.050 1.120
0.010 0.093 0.333 0.117 1.033 0.207 0.026 0.243 0.000 0.000 0.457
0.061 0.244 0.500 0.113 0.208 0.105 0.109 0.015 0.000 0.000 0.203
0.007 0.062 0.333 0.000 0.569 0.071 0.014 0.086 0.000 0.014 0.208
0.135 0.189 0.846 0.202 1.266 0.126 0.038 0.118 0.000 0.000 0.633
0.035 0.140 0.500 0.109 0.774 0.008 0.075 0.000 0.000 0.008 0.614
0.003 0.152 0.143 0.030 0.137 0.083 0.108 0.083 0.000 0.000 0.115
0.012 0.108 0.333 0.013 0.130 0.026 0.053 0.033 0.000 0.000 0.136
0.070 0.279 0.500 0.087 0.149 0.113 0.111 0.047 0.000 0.000 0.056
0.001 0.054 0.143 0.007 0.568 0.131 0.024 0.088 0.000 0.000 0.412
0.058 0.233 0.500 0.029 0.254 0.029 0.078 0.000 0.000 0.000 1.211
0.206 0.287 0.846 0.210 0.265 0.137 0.086 0.073 0.000 0.000 0.258
0.107 0.210 0.714 0.111 0.269 0.051 0.194 0.068 0.000 0.000 0.269
0.054 0.215 0.500 0.189 0.211 0.179 0.070 0.160 0.000 0.000 0.281
0.080 0.157 0.714 0.071 0.166 0.126 0.094 0.102 0.000 0.000 0.165
0.018 0.106 0.412 0.054 1.443 0.085 0.067 0.070 0.000 0.000 1.246
0.085 0.237 0.600 0.173 1.298 0.125 0.044 0.096 0.000 0.000 0.944
0.045 0.180 0.500 0.044 0.250 0.114 0.064 0.167 0.000 0.000 0.227
0.075 0.207 0.600 0.025 0.293 0.041 0.116 0.090 0.000 0.000 0.268
0.112 0.156 0.846 0.146 1.150 0.080 0.076 0.051 0.000 0.000 0.431
0.144 0.202 0.846 0.117 0.991 0.097 0.081 0.058 0.000 0.000 0.624
0.209 0.292 0.846 0.123 0.271 0.149 0.137 0.053 0.000 0.000 0.144
0.124 0.244 0.714 0.092 0.312 0.084 0.120 0.008 0.000 0.000 0.322
0.093 0.183 0.714 0.060 0.420 0.090 0.092 0.075 0.000 0.000 0.459
0.124 0.173 0.846 0.054 0.595 0.123 0.067 0.077 0.000 0.000 0.365
0.035 0.099 0.600 0.060 0.199 0.007 0.049 0.007 0.000 0.000 0.111
0.036 0.328 0.333 0.079 0.440 0.079 0.167 0.048 0.000 0.000 0.399
0.072 0.201 0.600 0.167 0.344 0.072 0.076 0.051 0.000 0.000 0.260
0.101 0.199 0.714 0.073 0.488 0.057 0.085 0.016 0.000 0.000 0.472
0.015 0.135 0.333 0.017 1.359 0.034 0.106 0.042 0.000 0.000 1.278
0.006 0.160 0.200 0.000 1.115 0.089 0.022 0.065 0.000 0.032 0.066
0.000 0.000 0.000 0.119 1.561 0.131 0.000 0.131 0.000 0.000 1.153
0.001 0.105 0.091 0.117 0.164 0.117 0.053 0.117 0.000 0.000 1.444
0.000 0.037 0.043 0.032 0.199 0.118 0.071 0.118 0.000 0.000 0.596
0.000 0.013 0.091 0.041 0.700 0.099 0.019 0.099 0.000 0.000 0.605
0.028 0.054 0.714 0.063 0.483 0.098 0.164 0.073 0.000 0.000 0.432
0.000 0.015 0.091 0.000 0.267 0.036 0.106 0.026 0.000 0.000 0.486
0.000 0.047 0.043 0.021 0.645 0.060 0.005 0.081 0.000 0.000 0.611
0.006 0.141 0.200 0.060 0.756 0.098 0.034 0.081 0.000 0.000 0.632
0.000 0.000 0.000 0.000 0.409 0.005 0.000 0.009 0.000 0.000 0.409
0.006 0.307 0.143 0.000 0.283 0.106 0.079 0.088 0.000 0.047 0.411
0.002 0.049 0.200 0.000 0.591 0.071 0.044 0.082 0.000 0.102 0.401
0.008 0.197 0.200 0.089 0.266 0.064 0.061 0.064 0.000 0.000 0.034
0.007 0.098 0.263 0.041 2.139 0.031 0.110 0.000 0.000 0.005 1.474
0.000 0.000 0.000 0.000 0.265 0.105 0.000 0.105 0.000 0.019 0.041
0.030 0.059 0.714 0.038 1.111 0.104 0.147 0.057 0.000 0.000 0.526
0.001 0.031 0.200 0.015 0.463 0.079 0.122 0.040 0.000 0.000 1.629
0.000 0.058 0.043 0.025 0.167 0.063 0.033 0.071 0.000 0.000 0.137
0.027 0.242 0.333 0.080 0.500 0.080 0.033 0.054 0.000 0.000 0.634
0.004 0.213 0.143 0.089 1.315 0.017 0.012 0.000 0.000 0.013 1.152
0.001 0.178 0.091 0.137 0.711 0.151 0.014 0.151 0.000 0.000 1.361
0.001 0.140 0.091 0.113 0.055 0.075 0.031 0.075 0.000 0.000 0.125
0.017 0.156 0.333 0.190 1.168 0.108 0.047 0.113 0.000 0.000 0.202
0.104 0.204 0.714 0.304 0.419 0.182 0.144 0.044 0.000 0.000 0.185
0.016 0.141 0.333 0.038 0.803 0.101 0.082 0.075 0.000 0.000 0.664
0.011 0.031 0.600 0.035 0.190 0.109 0.114 0.059 0.000 0.000 0.203
0.009 0.056 0.412 0.044 0.343 0.074 0.120 0.039 0.000 0.000 0.316
0.009 0.134 0.263 0.066 0.071 0.018 0.046 0.009 0.000 0.000 0.617
0.043 0.254 0.412 0.059 0.533 0.071 0.120 0.107 0.000 0.000 0.620
0.038 0.345 0.333 0.135 0.504 0.089 0.071 0.010 0.000 0.000 0.345
0.063 0.251 0.500 0.124 0.732 0.062 0.204 0.010 0.000 0.000 1.481
0.034 0.495 0.263 0.185 0.138 0.132 0.077 0.153 0.000 0.000 0.113
0.003 0.086 0.200 0.023 0.458 0.116 0.124 0.058 0.000 0.000 1.056
0.023 0.137 0.412 0.022 0.725 0.040 0.048 0.027 0.000 0.000 0.209
0.010 0.092 0.333 0.096 0.406 0.119 0.043 0.087 0.000 0.000 0.168
0.016 0.063 0.500 0.093 0.764 0.075 0.110 0.065 0.000 0.000 0.665
0.101 0.198 0.714 0.214 0.350 0.123 0.157 0.136 0.000 0.000 0.167
0.027 0.162 0.412 0.221 0.362 0.206 0.076 0.147 0.000 0.000 0.215
0.005 0.075 0.263 0.000 0.148 0.051 0.017 0.071 0.000 0.000 0.186
0.138 0.553 0.500 0.216 0.767 0.132 0.149 0.025 0.000 0.000 0.751
0.212 0.212 1.000 0.162 0.235 0.121 0.195 0.096 0.000 0.000 0.356
0.008 0.111 0.263 0.000 0.830 0.072 0.059 0.062 0.000 0.010 0.537
0.014 0.124 0.333 0.053 0.994 0.077 0.113 0.077 0.000 0.000 2.031
0.010 0.090 0.333 0.028 0.180 0.024 0.125 0.000 0.000 0.009 0.296
0.021 0.084 0.500 0.041 0.457 0.124 0.147 0.095 0.000 0.000 0.894
0.050 0.138 0.600 0.133 2.412 0.050 0.154 0.067 0.000 0.000 2.372
0.059 0.082 0.846 0.056 0.061 0.079 0.157 0.019 0.000 0.000 0.065
0.040 0.160 0.500 0.195 1.300 0.182 0.085 0.126 0.000 0.000 0.855
0.038 0.339 0.333 0.173 0.689 0.138 0.115 0.107 0.000 0.000 0.516
0.025 0.368 0.263 0.104 0.343 0.012 0.060 0.000 0.000 0.012 0.442
0.042 0.376 0.333 0.340 1.167 0.228 0.132 0.160 0.000 0.000 0.134
0.247 0.485 0.714 0.273 0.417 0.197 0.243 0.082 0.000 0.000 0.279
0.031 0.087 0.600 0.145 0.041 0.072 0.227 0.063 0.000 0.000 0.869
0.039 0.155 0.500 0.142 0.422 0.102 0.117 0.068 0.000 0.000 0.405
0.055 0.152 0.600 0.086 0.425 0.081 0.114 0.043 0.000 0.000 1.454
0.070 0.138 0.714 0.135 0.557 0.156 0.124 0.089 0.000 0.000 0.433
0.077 0.108 0.846 0.052 0.380 0.093 0.129 0.023 0.000 0.000 0.751
0.045 0.267 0.412 0.173 0.482 0.022 0.118 0.032 0.000 0.000 0.422
0.232 0.324 0.846 0.168 1.358 0.086 0.092 0.086 0.000 0.000 0.832
0.243 0.339 0.846 0.277 0.366 0.154 0.183 0.062 0.000 0.000 0.265
0.164 0.321 0.714 0.171 1.426 0.152 0.089 0.079 0.000 0.000 0.322
0.235 0.328 0.846 0.113 2.188 0.044 0.107 0.000 0.000 0.034 1.448
0.069 0.277 0.500 0.252 0.614 0.176 0.146 0.082 0.000 0.000 0.603
0.130 0.254 0.714 0.182 0.590 0.108 0.148 0.023 0.000 0.000 0.477
0.010 0.143 0.263 0.246 0.370 0.151 0.112 0.145 0.000 0.000 0.435
0.127 0.177 0.846 0.140 0.448 0.102 0.104 0.000 0.000 0.005 0.212
0.159 0.222 0.846 0.175 1.440 0.234 0.126 0.136 0.000 0.000 1.381
0.128 0.251 0.714 0.250 0.805 0.091 0.238 0.085 0.000 0.000 1.128
0.083 0.163 0.714 0.182 0.122 0.128 0.224 0.039 0.000 0.000 0.417
0.129 0.252 0.714 0.172 0.567 0.126 0.233 0.011 0.000 0.000 0.508
0.001 0.123 0.091 0.000 0.572 0.052 0.025 0.104 0.000 0.000 0.960
0.001 0.079 0.091 0.000 0.830 0.026 0.008 0.039 0.000 0.033 1.397
0.000 0.056 0.091 0.000 0.664 0.047 0.016 0.063 0.000 0.016 0.674
0.000 0.010 0.043 0.055 0.602 0.034 0.006 0.034 0.000 0.000 0.291
0.001 0.034 0.200 0.000 0.100 0.056 0.035 0.056 0.000 0.016 0.393
0.000 0.013 0.043 0.132 0.493 0.226 0.014 0.217 0.000 0.000 0.540
0.001 0.051 0.143 0.000 0.444 0.030 0.034 0.015 0.000 0.000 0.340
0.001 0.098 0.091 0.000 0.178 0.084 0.015 0.145 0.000 0.076 0.123
0.002 0.205 0.091 0.028 0.821 0.130 0.055 0.120 0.000 0.000 0.760
0.000 0.000 0.000 0.000 0.832 0.075 0.000 0.075 0.000 0.000 0.832
0.008 0.204 0.200 0.036 0.196 0.065 0.036 0.065 0.000 0.000 0.161
0.020 0.177 0.333 0.125 0.562 0.070 0.061 0.055 0.000 0.000 1.150
0.001 0.106 0.091 0.014 0.611 0.065 0.029 0.065 0.000 0.000 0.422
0.006 0.081 0.263 0.106 0.549 0.203 0.046 0.187 0.000 0.000 0.311
0.007 0.060 0.333 0.013 0.560 0.039 0.044 0.053 0.000 0.000 0.635
0.002 0.042 0.200 0.000 0.905 0.140 0.050 0.140 0.000 0.000 0.667
0.001 0.055 0.143 0.013 0.072 0.000 0.017 0.013 0.000 0.020 0.038
0.012 0.175 0.263 0.000 0.508 0.173 0.092 0.191 0.000 0.045 0.708
0.000 0.055 0.091 0.019 0.887 0.068 0.082 0.068 0.000 0.000 0.045
0.023 0.208 0.333 0.062 0.298 0.016 0.080 0.054 0.000 0.000 0.451
0.002 0.116 0.143 0.000 1.393 0.062 0.012 0.056 0.000 0.056 1.383
0.009 0.223 0.200 0.137 0.634 0.158 0.054 0.116 0.000 0.000 0.426
0.007 0.102 0.263 0.000 0.498 0.007 0.021 0.007 0.000 0.041 0.455
0.026 0.155 0.412 0.106 0.537 0.021 0.041 0.007 0.000 0.000 0.485
0.005 0.068 0.263 0.153 0.090 0.137 0.041 0.121 0.000 0.000 0.127
0.006 0.081 0.263 0.015 1.534 0.084 0.044 0.061 0.000 0.000 1.361
0.000 0.029 0.091 0.075 0.111 0.020 0.005 0.020 0.000 0.000 0.134
0.002 0.092 0.143 0.063 0.939 0.134 0.039 0.118 0.000 0.000 0.756
0.010 0.138 0.263 0.000 0.790 0.046 0.072 0.046 0.000 0.015 0.897
0.020 0.180 0.333 0.043 0.509 0.057 0.128 0.014 0.000 0.000 0.381
0.018 0.254 0.263 0.130 0.265 0.014 0.088 0.000 0.000 0.034 0.417
0.116 0.227 0.714 0.144 0.063 0.098 0.045 0.068 0.000 0.000 0.024
0.023 0.137 0.412 0.104 0.846 0.082 0.043 0.082 0.000 0.000 0.118
0.000 0.045 0.091 0.000 0.080 0.071 0.018 0.077 0.000 0.097 0.428
0.009 0.078 0.333 0.083 0.292 0.025 0.064 0.000 0.000 0.038 0.250
0.036 0.144 0.500 0.096 0.670 0.080 0.057 0.032 0.000 0.000 0.669
0.014 0.127 0.333 0.156 0.255 0.117 0.031 0.086 0.000 0.000 0.446
0.006 0.157 0.200 0.000 0.475 0.059 0.050 0.081 0.000 0.044 0.660
0.008 0.200 0.200 0.075 0.435 0.098 0.121 0.083 0.000 0.000 0.113
0.020 0.286 0.263 0.000 0.858 0.015 0.114 0.045 0.000 0.068 0.757
0.117 0.326 0.600 0.122 0.087 0.084 0.052 0.084 0.000 0.000 0.020
0.017 0.155 0.333 0.115 0.212 0.135 0.042 0.183 0.000 0.000 0.106
0.095 0.263 0.600 0.136 0.200 0.050 0.090 0.000 0.000 0.043 0.102
0.153 0.153 1.000 0.000 1.122 0.063 0.089 0.000 0.000 0.021 0.776
0.076 0.106 0.846 0.044 1.055 0.029 0.084 0.000 0.000 0.015 1.776
0.109 0.109 1.000 0.104 0.819 0.028 0.027 0.000 0.000 0.057 0.512
0.069 0.096 0.846 0.107 0.448 0.066 0.057 0.082 0.000 0.000 0.684
0.022 0.194 0.333 0.184 0.445 0.132 0.076 0.149 0.000 0.000 0.794
0.103 0.286 0.600 0.138 0.358 0.164 0.172 0.103 0.000 0.000 0.627
0.027 0.240 0.333 0.089 0.814 0.144 0.126 0.110 0.000 0.000 0.265
0.166 0.325 0.714 0.265 2.175 0.214 0.151 0.133 0.000 0.000 1.084
0.196 0.196 1.000 0.043 0.315 0.094 0.097 0.043 0.000 0.000 0.435
0.026 0.237 0.333 0.244 0.438 0.244 0.087 0.222 0.000 0.000 0.281
0.037 0.150 0.500 0.008 0.512 0.083 0.066 0.066 0.000 0.000 0.355
0.178 0.178 1.000 0.038 0.585 0.053 0.137 0.000 0.000 0.113 0.380
0.015 0.134 0.333 0.038 0.649 0.092 0.045 0.046 0.000 0.000 0.430
0.023 0.093 0.500 0.093 0.450 0.121 0.054 0.107 0.000 0.000 0.031
0.074 0.295 0.500 0.092 0.122 0.043 0.068 0.000 0.000 0.014 0.069
0.264 0.369 0.846 0.142 0.846 0.045 0.084 0.000 0.000 0.037 0.635
0.084 0.164 0.714 0.019 0.232 0.031 0.127 0.000 0.000 0.025 0.351
0.152 0.213 0.846 0.139 0.300 0.115 0.109 0.123 0.000 0.000 0.264
0.082 0.227 0.600 0.041 0.902 0.074 0.146 0.000 0.000 0.041 0.334
0.084 0.234 0.600 0.091 0.999 0.118 0.072 0.164 0.000 0.000 0.883
0.132 0.258 0.714 0.109 0.250 0.022 0.110 0.000 0.000 0.007 0.260
0.077 0.151 0.714 0.066 0.374 0.007 0.135 0.029 0.000 0.000 0.483
0.126 0.246 0.714 0.137 0.293 0.129 0.097 0.032 0.000 0.000 0.107
0.053 0.147 0.600 0.080 0.549 0.044 0.043 0.007 0.000 0.000 0.989
0.170 0.237 0.846 0.055 1.320 0.102 0.075 0.047 0.000 0.000 0.779
0.070 0.195 0.600 0.077 1.376 0.028 0.133 0.000 0.000 0.070 1.087
0.153 0.214 0.846 0.084 0.910 0.176 0.149 0.126 0.000 0.000 0.228
0.001 0.169 0.091 0.032 0.173 0.069 0.075 0.037 0.000 0.000 0.225
0.000 0.049 0.091 0.000 0.860 0.061 0.076 0.066 0.000 0.030 1.694
0.000 0.004 0.043 0.082 0.347 0.073 0.004 0.078 0.000 0.000 0.298
0.000 0.004 0.043 0.000 0.226 0.148 0.000 0.148 0.000 0.025 0.253
0.008 0.023 0.600 0.000 0.129 0.111 0.095 0.068 0.000 0.043 0.168
0.000 0.025 0.091 0.027 0.376 0.064 0.080 0.053 0.000 0.000 0.610
0.000 0.033 0.091 0.000 0.141 0.050 0.040 0.054 0.000 0.004 0.309
0.000 0.000 0.000 0.000 0.167 0.036 0.000 0.036 0.000 0.009 0.166
0.003 0.146 0.143 0.028 0.205 0.040 0.038 0.020 0.000 0.000 0.322
0.002 0.208 0.091 0.005 0.087 0.010 0.017 0.020 0.000 0.000 0.087
0.004 0.183 0.143 0.000 0.468 0.118 0.072 0.103 0.000 0.000 0.502
0.017 0.251 0.263 0.129 0.363 0.052 0.059 0.026 0.000 0.000 0.861
0.001 0.105 0.091 0.077 0.860 0.124 0.077 0.124 0.000 0.000 1.264
0.002 0.034 0.263 0.000 1.076 0.059 0.055 0.030 0.000 0.004 1.728
0.034 0.048 0.846 0.067 0.429 0.056 0.130 0.015 0.000 0.000 0.530
0.001 0.040 0.143 0.000 0.129 0.066 0.044 0.066 0.000 0.005 0.186
0.001 0.030 0.143 0.000 0.441 0.065 0.077 0.060 0.000 0.047 0.562
0.003 0.086 0.200 0.043 0.387 0.117 0.021 0.112 0.000 0.000 0.667
0.001 0.086 0.091 0.000 0.130 0.040 0.021 0.054 0.000 0.013 0.336
0.009 0.233 0.200 0.042 0.440 0.084 0.008 0.058 0.000 0.000 0.519
0.051 0.304 0.412 0.110 0.287 0.099 0.164 0.042 0.000 0.000 0.783
0.019 0.274 0.263 0.062 0.199 0.124 0.084 0.100 0.000 0.000 0.399
0.016 0.226 0.263 0.267 0.838 0.141 0.097 0.120 0.000 0.000 0.705
0.004 0.034 0.333 0.000 0.701 0.028 0.072 0.028 0.000 0.005 1.419
0.105 0.105 1.000 0.130 1.147 0.104 0.161 0.052 0.000 0.000 1.906
0.000 0.031 0.043 0.108 0.788 0.135 0.057 0.114 0.000 0.000 0.639
0.006 0.056 0.333 0.035 0.265 0.009 0.059 0.000 0.000 0.000 0.284
0.053 0.213 0.500 0.085 0.532 0.056 0.082 0.028 0.000 0.000 0.488
0.003 0.085 0.200 0.029 0.263 0.037 0.023 0.033 0.000 0.000 0.301
0.007 0.169 0.200 0.027 0.658 0.107 0.056 0.118 0.000 0.000 0.932
0.048 0.430 0.333 0.000 0.379 0.151 0.105 0.117 0.000 0.000 0.313
0.015 0.138 0.333 0.066 0.144 0.118 0.119 0.085 0.000 0.000 0.253
0.006 0.142 0.200 0.020 0.583 0.080 0.134 0.030 0.000 0.000 0.370
0.049 0.137 0.600 0.115 2.584 0.121 0.197 0.011 0.000 0.000 2.477
0.009 0.036 0.500 0.000 0.112 0.075 0.092 0.053 0.000 0.018 0.225
0.003 0.079 0.200 0.009 0.290 0.004 0.078 0.004 0.000 0.000 0.337
0.020 0.120 0.412 0.118 0.162 0.072 0.050 0.056 0.000 0.000 0.170
0.007 0.104 0.263 0.085 1.036 0.090 0.027 0.066 0.000 0.000 0.853
0.013 0.188 0.263 0.084 0.254 0.021 0.037 0.025 0.000 0.000 0.182
0.092 0.367 0.500 0.178 0.373 0.197 0.056 0.070 0.000 0.000 0.251
0.025 0.225 0.333 0.046 0.780 0.096 0.194 0.059 0.000 0.000 0.997
0.063 0.176 0.600 0.022 0.933 0.022 0.151 0.022 0.000 0.000 0.675
0.160 0.223 0.846 0.103 1.025 0.128 0.155 0.135 0.000 0.000 1.136
0.043 0.084 0.714 0.031 0.716 0.082 0.127 0.005 0.000 0.000 0.524
0.053 0.074 0.846 0.106 0.789 0.037 0.135 0.033 0.000 0.000 1.203
0.050 0.139 0.600 0.120 0.193 0.097 0.130 0.037 0.000 0.000 0.324
0.030 0.177 0.412 0.058 0.167 0.029 0.171 0.025 0.000 0.000 0.202
0.057 0.159 0.600 0.203 1.409 0.159 0.131 0.099 0.000 0.000 1.203
0.021 0.185 0.333 0.084 1.722 0.156 0.116 0.095 0.000 0.000 1.916
0.037 0.332 0.333 0.000 0.348 0.071 0.061 0.010 0.000 0.005 0.408
0.203 0.398 0.714 0.195 0.315 0.180 0.163 0.020 0.000 0.000 0.345
0.382 0.382 1.000 0.186 0.473 0.168 0.160 0.108 0.000 0.000 0.714
0.146 0.146 1.000 0.212 0.767 0.192 0.179 0.109 0.000 0.000 0.707
0.151 0.151 1.000 0.070 2.133 0.114 0.175 0.025 0.000 0.000 2.128
0.020 0.080 0.500 0.028 0.614 0.008 0.041 0.032 0.000 0.000 0.848
0.012 0.111 0.333 0.090 0.323 0.095 0.161 0.048 0.000 0.000 0.685
0.145 0.202 0.846 0.074 0.639 0.015 0.087 0.034 0.000 0.000 0.750
0.165 0.324 0.714 0.089 0.631 0.106 0.277 0.045 0.000 0.000 1.409
0.219 0.219 1.000 0.087 0.590 0.098 0.163 0.000 0.000 0.027 0.291
0.309 0.431 0.846 0.276 0.175 0.207 0.159 0.075 0.000 0.000 0.117
0.122 0.170 0.846 0.042 0.652 0.032 0.092 0.021 0.000 0.000 0.496
0.293 0.410 0.846 0.293 0.453 0.227 0.136 0.160 0.000 0.000 0.363
0.136 0.266 0.714 0.220 0.846 0.167 0.244 0.083 0.000 0.000 0.964
0.060 0.117 0.714 0.097 0.572 0.212 0.120 0.085 0.000 0.000 0.640
0.139 0.139 1.000 0.110 0.164 0.123 0.104 0.050 0.000 0.000 0.093
0.003 0.066 0.200 0.000 1.840 0.096 0.086 0.025 0.000 0.064 1.514
0.053 0.212 0.500 0.099 0.739 0.068 0.185 0.047 0.000 0.000 0.640
0.264 0.264 1.000 0.106 0.158 0.145 0.130 0.000 0.000 0.043 0.194
0.247 0.247 1.000 0.144 0.569 0.115 0.181 0.057 0.000 0.000 0.598
0.183 0.358 0.714 0.046 0.893 0.145 0.200 0.046 0.000 0.000 1.538
0.000 0.010 0.021 0.000 0.759 0.039 0.007 0.034 0.000 0.013 0.587
0.000 0.000 0.000 0.000 0.927 0.026 0.000 0.026 0.000 0.022 0.292
0.000 0.100 0.043 0.032 0.504 0.000 0.016 0.000 0.000 0.028 0.587
0.000 0.036 0.043 0.000 0.555 0.047 0.011 0.038 0.000 0.021 0.626
0.000 0.029 0.067 0.000 0.382 0.055 0.029 0.055 0.000 0.038 0.383
0.002 0.064 0.171 0.020 1.436 0.028 0.050 0.012 0.000 0.000 1.417
0.000 0.041 0.043 0.040 0.385 0.000 0.018 0.000 0.000 0.040 0.379
0.000 0.049 0.021 0.005 0.543 0.023 0.004 0.028 0.000 0.000 0.514
0.000 0.058 0.043 0.012 0.549 0.037 0.004 0.037 0.000 0.000 0.533
0.000 0.000 0.000 0.000 0.418 0.071 0.001 0.086 0.000 0.000 0.418
0.000 0.184 0.043 0.000 0.514 0.014 0.013 0.014 0.000 0.007 0.481
0.003 0.334 0.091 0.136 0.106 0.086 0.033 0.074 0.000 0.000 0.323
0.001 0.141 0.067 0.052 1.103 0.067 0.010 0.089 0.000 0.000 0.754
0.001 0.118 0.091 0.069 0.572 0.054 0.047 0.042 0.000 0.000 0.318
0.000 0.038 0.091 0.000 0.325 0.042 0.033 0.038 0.000 0.019 0.263
0.003 0.072 0.200 0.027 0.369 0.035 0.045 0.039 0.000 0.000 0.257
0.000 0.035 0.021 0.014 0.344 0.069 0.009 0.062 0.000 0.000 0.321
0.001 0.144 0.067 0.015 0.274 0.026 0.049 0.031 0.000 0.000 0.261
0.000 0.106 0.067 0.021 0.448 0.000 0.009 0.009 0.000 0.004 0.417
0.007 0.367 0.143 0.036 0.639 0.072 0.046 0.086 0.000 0.000 0.591
0.016 0.555 0.171 0.035 0.435 0.044 0.121 0.018 0.000 0.000 0.452
0.036 0.516 0.263 0.130 0.836 0.085 0.092 0.072 0.000 0.000 0.441
0.004 0.194 0.143 0.012 0.208 0.039 0.063 0.027 0.000 0.000 0.234
0.003 0.136 0.143 0.004 1.267 0.050 0.039 0.054 0.000 0.000 1.065
0.002 0.071 0.171 0.125 0.310 0.060 0.045 0.056 0.000 0.000 0.346
0.010 0.112 0.297 0.036 0.588 0.031 0.033 0.031 0.000 0.000 0.424
0.002 0.119 0.116 0.022 0.607 0.058 0.056 0.077 0.000 0.000 0.610
0.019 0.267 0.263 0.041 0.783 0.054 0.064 0.059 0.000 0.000 0.704
0.001 0.162 0.091 0.011 0.128 0.042 0.019 0.050 0.000 0.000 0.114
0.050 0.717 0.263 0.097 0.493 0.042 0.089 0.050 0.000 0.000 0.352
0.005 0.224 0.143 0.064 0.495 0.083 0.036 0.087 0.000 0.000 0.510
0.018 0.453 0.200 0.040 0.449 0.116 0.047 0.107 0.000 0.000 0.560
0.007 0.225 0.171 0.068 0.880 0.061 0.061 0.046 0.000 0.000 0.457
0.003 0.157 0.143 0.025 0.644 0.053 0.037 0.025 0.000 0.000 0.416
0.002 0.077 0.143 0.041 0.127 0.028 0.034 0.016 0.000 0.000 0.558
0.008 0.117 0.263 0.064 1.211 0.119 0.071 0.100 0.000 0.000 1.046
0.013 0.183 0.263 0.056 0.510 0.112 0.056 0.082 0.000 0.000 0.404
0.001 0.142 0.091 0.017 0.448 0.030 0.043 0.035 0.000 0.000 0.445
0.003 0.243 0.116 0.025 0.957 0.000 0.029 0.004 0.000 0.000 0.859
0.019 0.485 0.200 0.071 0.379 0.000 0.052 0.020 0.000 0.031 0.336
0.017 0.430 0.200 0.059 0.839 0.105 0.057 0.084 0.000 0.000 0.234
0.045 0.508 0.297 0.056 0.181 0.036 0.110 0.004 0.000 0.000 0.979
0.009 0.318 0.171 0.063 0.618 0.026 0.041 0.015 0.000 0.000 0.592
0.010 0.184 0.231 0.108 0.552 0.087 0.050 0.079 0.000 0.000 0.531
0.010 0.115 0.297 0.079 0.700 0.041 0.060 0.041 0.000 0.000 0.753
0.017 0.123 0.371 0.035 0.305 0.028 0.108 0.017 0.000 0.000 0.753
0.006 0.143 0.200 0.014 0.325 0.047 0.052 0.029 0.000 0.000 0.331
0.013 0.248 0.231 0.063 0.718 0.110 0.052 0.076 0.000 0.000 0.646
0.007 0.343 0.143 0.060 0.611 0.028 0.029 0.060 0.000 0.000 0.509
0.094 0.554 0.412 0.129 0.412 0.076 0.041 0.057 0.000 0.000 0.326
0.113 0.547 0.455 0.086 0.345 0.121 0.070 0.073 0.000 0.000 0.382
0.054 0.484 0.333 0.057 0.621 0.065 0.102 0.034 0.000 0.000 1.095
0.011 0.270 0.200 0.010 1.091 0.014 0.081 0.000 0.000 0.019 1.242
0.079 0.318 0.500 0.111 0.564 0.070 0.085 0.044 0.000 0.000 0.639
0.010 0.139 0.263 0.062 0.754 0.066 0.104 0.040 0.000 0.000 0.812
0.098 0.192 0.714 0.098 0.498 0.115 0.098 0.077 0.000 0.000 0.426
0.078 0.377 0.455 0.087 0.473 0.033 0.091 0.037 0.000 0.000 0.581
0.080 0.389 0.455 0.124 1.035 0.041 0.070 0.023 0.000 0.000 0.803
0.004 0.187 0.143 0.051 0.630 0.086 0.003 0.075 0.000 0.000 0.551
0.026 0.482 0.231 0.074 0.525 0.061 0.074 0.069 0.000 0.000 0.442
0.004 0.210 0.143 0.020 1.054 0.065 0.029 0.060 0.000 0.000 0.473
